rank,Youtuber,subscribers,video views,category,Title,uploads,Country,Abbreviation,channel_type,video_views_rank,country_rank,channel_type_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,subscribers_for_last_30_days,Date ,Latitude,Longitude
863,Matt Steffanina,"13,300,000","3,299,216,601",Entertainment,Matt Steffanina,331,United States,US,Entertainment,"14,275",692,694,"1,929,000",$482.00 ,"$7,700.00 ","$5,800.00 ","$92,600.00 ",0,28-Nov-07,37.09024,-95.712891
864,Stray Kids,"13,300,000","3,364,230,487",People & Blogs,straykids,3,NA,NA,Comedy,"4,057,875",NA,"4,896",2,$0.00 ,$0.00 ,$0.00 ,$0.10 ,1,17-Mar-07,nan,nan
865,Kurt Hugo Schneider,"13,300,000","3,733,856,870",Entertainment,Kurt Hugo Schneider,698,United States,US,Entertainment,"2,110",167,163,"4,233,000","$1,100.00 ","$16,900.00 ","$12,700.00 ","$203,200.00 ",0,16-Oct-07,37.09024,-95.712891
866,Vogue,"13,300,000","4,177,184,071",Entertainment,Vogue,"3,166",United States,US,People,"1,789",167,54,"45,095,000","$11,300.00 ","$180,400.00 ","$135,300.00 ","$2,200,000.00 ","100,000",29-Jun-08,37.09024,-95.712891
867,ýýýýýýýýýýýýýýýýýý,"13,300,000","6,482,687,220",People & Blogs,ýýýýýýýýýýýýýýýýýý,608,Russia,RU,Entertainment,927,13,163,"90,241,000","$22,600.00 ","$361,000.00 ","$270,700.00 ","$4,300,000.00 ","100,000",4-Oct-15,61.52401,105.318756
868,Kids Lineï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,"13,300,000","9,088,562,002",People & Blogs,Kids Lineï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,"2,742",United States,US,Education,524,166,41,"161,889,000","$40,500.00 ","$647,600.00 ","$485,700.00 ","$7,800,000.00 ","100,000",26-Nov-11,37.09024,-95.712891
869,VexTrex,"13,300,000","7,923,901,253",Entertainment,VexTrex,"2,411",Ukraine,UA,Entertainment,669,5,163,"379,346,000",$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,8-Sep-14,48.379433,31.16558
870,penguinz0,"13,300,000","7,773,543,609",Gaming,penguinz0,"4,613",United States,US,Entertainment,689,166,162,"188,948,000","$47,200.00 ","$755,800.00 ","$566,800.00 ","$9,100,000.00 ","200,000",7-May-07,37.09024,-95.712891
871,Just For Laughs Gags,"13,300,000","7,406,628,736",Comedy,Just For Laughs Gags,"6,916",United States,US,Comedy,764,167,38,"17,468,000","$4,400.00 ","$69,900.00 ","$52,400.00 ","$838,500.00 ","100,000",14-Jan-07,37.09024,-95.712891
872,Kabita's Kitchen,"13,300,000","2,831,275,503",Howto & Style,Kabita's Kitchen,"1,489",India,IN,Howto,"3,123",117,32,"43,118,000","$10,800.00 ","$172,500.00 ","$129,400.00 ","$2,100,000.00 ",0,7-Oct-14,20.593684,78.96288
873,BanderitaX,"13,300,000","4,129,249,415",Gaming,BanderitaX,"1,640",Saudi Arabia,SA,Games,"1,818",7,63,"70,712,000","$17,700.00 ","$282,800.00 ","$212,100.00 ","$3,400,000.00 ","200,000",20-Aug-13,23.885942,45.079162
874,AzzyLand,"13,300,000","6,412,313,570",Gaming,AzzyLand,"1,749",Canada,CA,Entertainment,949,12,163,"5,387,000","$1,300.00 ","$21,500.00 ","$16,200.00 ","$258,600.00 ","100,000",8-May-15,56.130366,-106.346771
875,HUBAï¿½ï¿½,"13,200,000","9,884,886,099",Entertainment,HUBAï¿½ï¿½,538,United States,US,Entertainment,454,167,163,"319,647,000","$79,900.00 ","$1,300,000.00 ","$958,900.00 ","$15,300,000.00 ","500,000",20-Feb-21,37.09024,-95.712891
876,BIBO ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,"13,200,000","1,148,422,000",Entertainment,BIBO ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,192,Russia,RU,Entertainment,"9,855",13,163,"8,769,000","$2,200.00 ","$35,100.00 ","$26,300.00 ","$420,900.00 ","200,000",10-Jan-19,61.52401,105.318756
877,Brawl Stars,"13,200,000","2,036,408,398",Gaming,Brawl Stars,172,Finland,FI,Games,"4,846",1,64,"20,369,000","$5,100.00 ","$81,500.00 ","$61,100.00 ","$977,700.00 ",0,28-Apr-17,61.92411,25.748151
878,Ei Nerd,"13,200,000","3,568,392,223",Entertainment,Einerd,0,NA,NA,Games,"4,057,944",NA,"7,399",NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,19-Nov-07,nan,nan
879,Sonotek Bhakti,"13,200,000","3,789,736,218",Entertainment,Sonotek Bhakti,"8,019",India,IN,Music,"2,063",118,142,"25,321,000","$6,300.00 ","$101,300.00 ","$76,000.00 ","$1,200,000.00 ",0,27-Dec-10,20.593684,78.96288
880,Vilmei,"13,200,000","4,205,664,894",NA,Vilmei,"1,324",Indonesia,ID,People,"1,786",30,55,"264,308,000","$66,100.00 ","$1,100,000.00 ","$792,900.00 ","$12,700,000.00 ","800,000",25-Sep-13,-0.789275,113.921327
881,MC Divertida,"13,200,000","5,224,764,969",Entertainment,MC Divertida,413,Brazil,BR,Entertainment,"1,269",49,164,"64,517,000","$16,100.00 ","$258,100.00 ","$193,600.00 ","$3,100,000.00 ","100,000",17-Jan-18,-14.235004,-51.92528
882,The Infographics Show,"13,200,000","5,263,540,904",Education,The Infographics Show,"4,279",United States,US,Education,"1,252",168,42,"51,820,000","$13,000.00 ","$207,300.00 ","$155,500.00 ","$2,500,000.00 ","100,000",26-Feb-11,37.09024,-95.712891
883,jbalvinVEVO,"13,200,000","20,743,586,601",Music,jbalvinVEVO,237,Colombia,CO,Music,113,10,142,"86,270,000","$21,600.00 ","$345,100.00 ","$258,800.00 ","$4,100,000.00 ",0,30-Sep-10,4.570868,-74.297333
884,ýýýýýýTwinsFromRussia,"13,200,000","9,378,175,604",People & Blogs,ýýýýýýTwinsFromRussia,"6,888",United States,US,People,503,168,55,"119,389,000","$29,800.00 ","$477,600.00 ","$358,200.00 ","$5,700,000.00 ","300,000",16-May-11,37.09024,-95.712891
885,Technology Gyan,"13,200,000","1,138,262,456",Science & Technology,Technology Gyan,"1,022",India,IN,Tech,"9,955",118,17,"18,518,000","$4,600.00 ","$74,100.00 ","$55,600.00 ","$888,900.00 ","100,000",17-Nov-15,20.593684,78.96288
886,CookingShooking Hindi,"13,200,000","1,758,603,195",People & Blogs,CookingShooking Hindi,393,India,IN,Howto,"5,855",118,33,"11,490,000","$2,900.00 ","$46,000.00 ","$34,500.00 ","$551,500.00 ",0,4-Apr-17,20.593684,78.96288
887,Ryan Trahan,"13,100,000","2,182,651,464",Entertainment,Ryan Trahan,33,United States,US,People,"4,051,001","7,683","7,670",248,$0.10 ,$1.00 ,$0.70 ,$12.00 ,1,27-Jun-22,37.09024,-95.712891
888,Alex Gonzaga Official,"13,100,000","1,401,914,513",People & Blogs,Alex Gonzaga Official,287,Philippines,PH,People,"7,733",11,56,"10,848,000","$2,700.00 ","$43,400.00 ","$32,500.00 ","$520,700.00 ",0,18-Jul-17,12.879721,121.774017
889,WiederDude,"13,100,000","2,733,682,792",NA,WiederDude,289,United States,US,Games,"3,275",169,65,"56,894,000","$14,200.00 ","$227,600.00 ","$170,700.00 ","$2,700,000.00 ","100,000",12-Jun-16,37.09024,-95.712891
890,Ian Boggs,"13,100,000","9,110,348,202",Entertainment,Ian Boggs,"1,327",NA,NA,Entertainment,520,NA,163,"329,312,000","$82,300.00 ","$1,300,000.00 ","$987,900.00 ","$15,800,000.00 ","700,000",25-Mar-10,nan,nan
891,Lokdhun Punjabi,"13,100,000","4,712,624,489",Music,Lokdhun Punjabi,"1,262",India,IN,Music,"1,484",119,143,"34,438,000","$8,600.00 ","$137,800.00 ","$103,300.00 ","$1,700,000.00 ","100,000",27-Dec-10,20.593684,78.96288
892,Knowledge Tv ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,"13,100,000","1,936,582,704",People & Blogs,Knowledge Tv ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,7,NA,NA,People,"4,054,334",NA,"7,714",2,$0.00 ,$0.00 ,$0.00 ,$0.10 ,0,24-Nov-19,nan,nan
893,Painzeiro,"13,100,000","2,555,801,802",People & Blogs,Painzeiro,"1,077",Brazil,BR,People,"3,545",50,56,"43,990,000","$11,000.00 ","$176,000.00 ","$132,000.00 ","$2,100,000.00 ","100,000",6-Nov-15,-14.235004,-51.92528
894,Peppa Pig em Portuguï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,"13,100,000","4,214,172,991",Film & Animation,Peppa Pig em Portuguï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,"1,365",Brazil,BR,Film,"1,770",49,43,"27,340,000","$6,800.00 ","$109,400.00 ","$82,000.00 ","$1,300,000.00 ","100,000",6-May-14,-14.235004,-51.92528
895,ýýýýýýýýýýýýýýý Ms Yeah,"13,100,000","4,399,833,602",People & Blogs,ýýýýýýýýýýýýýýý Ms Yeah,435,United States,US,Howto,"1,650",169,34,"60,661,000","$15,200.00 ","$242,600.00 ","$182,000.00 ","$2,900,000.00 ","100,000",15-Feb-17,37.09024,-95.712891
896,Hungria Hip Hop,"13,100,000","4,608,751,851",Music,Hungria Hip Hop,73,Brazil,BR,Music,"1,541",50,143,"48,223,000","$12,100.00 ","$192,900.00 ","$144,700.00 ","$2,300,000.00 ",0,13-Apr-13,-14.235004,-51.92528
897,RaptorGamer,"13,100,000","2,879,263,916",People & Blogs,RaptorGamer,"1,444",Ecuador,EC,Games,"3,044",2,65,"62,909,000","$15,700.00 ","$251,600.00 ","$188,700.00 ","$3,000,000.00 ","300,000",16-Jul-16,-1.831239,-78.183406
898,RedeTV,"13,100,000","5,333,569,294",Entertainment,RedeTV,"36,760",Brazil,BR,Entertainment,"1,240",50,165,"17,588,000","$4,400.00 ","$70,400.00 ","$52,800.00 ","$844,200.00 ",0,18-Oct-11,-14.235004,-51.92528
899,twenty one pilots,"13,100,000","5,264,039,679",Music,twenty one pilots,194,United States,US,Music,"1,255",169,143,"50,922,000","$12,700.00 ","$203,700.00 ","$152,800.00 ","$2,400,000.00 ",0,5-Sep-09,37.09024,-95.712891
900,DJ Khaled,"13,100,000","6,637,820,731",Music,DjKhaled,12,Samoa,WS,Music,"3,967,392",81,"5,659",379,$0.10 ,$2.00 ,$1.00 ,$18.00 ,3,27-May-06,-13.759029,-172.104629
901,Davie504,"13,000,000","2,683,297,849",Entertainment,Davie504,838,Italy,IT,Entertainment,"3,340",2,166,"29,870,000","$7,500.00 ","$119,500.00 ","$89,600.00 ","$1,400,000.00 ","100,000",18-May-11,41.87194,12.56738
902,Everson Zoio,"13,000,000","1,024,467,771",Comedy,Everson Zoio,625,Brazil,BR,Entertainment,"11,340",51,166,"3,052,000",$763.00 ,"$12,200.00 ","$9,200.00 ","$146,500.00 ",0,26-Mar-09,-14.235004,-51.92528
903,Calon Sarjana,"13,000,000","10,664,585",Entertainment,Calon Sarjana,29,Indonesia,ID,Entertainment,"772,571",31,166,"2,292,000,000",$0.00 ,$0.00 ,$0.00 ,$0.00 ,"300,000",20-Jan-16,-0.789275,113.921327
904,Lofi Girl,"13,000,000","1,698,279,553",Music,Lofi Girl,409,France,FR,Music,"6,059",3,143,"30,471,000","$7,600.00 ","$121,900.00 ","$91,400.00 ","$1,500,000.00 ","100,000",18-Mar-15,46.227638,2.213749
905,Jomy Production,"13,000,000","5,057,163,256",Entertainment,SRK Edie soon,8,India,IN,NA,"3,686,280","5,227",NA,2,$0.00 ,$0.00 ,$0.00 ,$0.10 ,0,18-Mar-21,20.593684,78.96288
906,GH'S,"13,000,000","8,739,174,649",Gaming,GH'S,510,South Korea,KR,Games,553,15,65,"1,081,000,000","$270,300.00 ","$4,300,000.00 ","$3,200,000.00 ","$51,900,000.00 ","1,000,000",7-Jul-20,35.907757,127.766922
907,JesseAndMike,"13,000,000","9,999,238,237",Entertainment,JesseAndMike,716,United States,US,Entertainment,440,170,166,"41,109,000","$10,300.00 ","$164,400.00 ","$123,300.00 ","$2,000,000.00 ",0,29-Apr-07,37.09024,-95.712891
908,Wolfoo Channel,"13,000,000","301,547,793",NA,Wolfoo Channel,22,Pakistan,PK,People,"4,035,874","3,926","7,638",590,$0.20 ,$2.00 ,$2.00 ,$28.00 ,8,11-Aug-21,30.375321,69.345116
909,Susy Mouriz,"13,000,000","6,270,909,026",Entertainment,Susy Mouriz,"1,299",Mexico,MX,Entertainment,969,31,165,"368,437,000","$92,100.00 ","$1,500,000.00 ","$1,100,000.00 ","$17,700,000.00 ","600,000",18-Mar-17,23.634501,-102.552784
910,7 Minutoz,"13,000,000","4,349,562,794",Music,7 Minutoz,521,Brazil,BR,Music,"1,692",51,144,"29,526,000","$7,400.00 ","$118,100.00 ","$88,600.00 ","$1,400,000.00 ",0,4-Jun-12,-14.235004,-51.92528
911,The LaBrant Fam,"13,000,000","4,637,474,071",Comedy,The LaBrant Fam,612,United States,US,People,"1,557",170,57,"42,412,000",$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,24-Aug-12,37.09024,-95.712891
912,Pastor Antï¿½ï¿½ï¿½ï¿½ï,"12,900,000","2,112,274,210",People & Blogs,Pastor Antï¿½ï¿½ï¿½ï¿½ï,"4,712",Brazil,BR,People,"4,602",52,58,"31,796,000","$7,900.00 ","$127,200.00 ","$95,400.00 ","$1,500,000.00 ","100,000",19-Jan-13,-14.235004,-51.92528
913,Matheus Yurley,"12,900,000","140,022,442",Entertainment,Matheus Yurley,69,Brazil,BR,Entertainment,"93,531",52,167,"147,626",$37.00 ,$591.00 ,$443.00 ,"$7,100.00 ",0,27-Jan-15,-14.235004,-51.92528
914,gymvirtual,"12,900,000","2,509,752,944",Sports,gymvirtual,"1,572",Spain,ES,Sports,"3,645",17,12,"11,993,000","$3,000.00 ","$48,000.00 ","$36,000.00 ","$575,700.00 ","100,000",1-Nov-10,40.463667,-3.74922
915,BIBOï¿½ï¿½ï¿½ï¿½ï,"12,900,000","3,178,222,797",Entertainment,BIBOï¿½ï¿½ï¿½ï¿½ï,193,South Korea,KR,Entertainment,"2,649",16,167,"4,001,000","$1,000.00 ","$16,000.00 ","$12,000.00 ","$192,100.00 ",0,8-Aug-16,35.907757,127.766922
916,Top Viral Talent,"12,900,000","3,643,698,504",Entertainment,Top Viral Talent,"1,598",United States,US,Entertainment,"2,177",171,167,"29,379,000","$7,300.00 ","$117,500.00 ","$88,100.00 ","$1,400,000.00 ","100,000",2-Jan-14,37.09024,-95.712891
917,Akon,"12,900,000","6,300,933,122",Music,Akon,39,United States,US,Music,976,171,145,"91,240,000","$22,800.00 ","$365,000.00 ","$273,700.00 ","$4,400,000.00 ","100,000",5-Nov-05,37.09024,-95.712891
918,AlArabiya ï¿½ï¿½ï¿½ï¿½ï¿,"12,900,000","7,520,379,951",People & Blogs,AlArabiya ï¿½ï¿½ï¿½ï¿½ï¿,"169,304",United Arab Emirates,AE,News,737,8,23,"80,219,000","$20,100.00 ","$320,900.00 ","$240,700.00 ","$3,900,000.00 ","100,000",19-Sep-06,23.424076,53.847818
919,Rauw Alejandro,"12,900,000","11,504,090,820",Music,Rauw Alejandro,168,NA,NA,Music,348,5,145,"205,548,000","$51,400.00 ","$822,200.00 ","$616,600.00 ","$9,900,000.00 ","100,000",11-Dec-14,nan,nan
920,EnriqueIglesiasVEVO,"12,900,000","15,446,707,595",Music,EnriqueIglesiasVEVO,137,United States,US,Music,210,171,145,"75,773,000","$18,900.00 ","$303,100.00 ","$227,300.00 ","$3,600,000.00 ","100,000",12-May-09,37.09024,-95.712891
921,ýýýýýýýý ýýýý ýýýýýýýýýýýýýý,"12,900,000","5,585,085,130",Shows,ýýýýýýýý ýýýý ýýýýýýýýýýýýýý,"1,255",Ukraine,UA,Entertainment,"1,164",6,166,"71,118,000","$17,800.00 ","$284,500.00 ","$213,400.00 ","$3,400,000.00 ","200,000",17-Jul-14,48.379433,31.16558
922,The Shiny Peanut,"12,900,000","2,848,466,522",Education,The Shiny Peanut,"2,337",Indonesia,ID,Entertainment,"3,109",32,167,"837,700",$209.00 ,"$3,400.00 ","$2,500.00 ","$40,200.00 ",0,26-Oct-16,-0.789275,113.921327
923,Talking Angela,"12,800,000","3,632,438,963",Entertainment,Talking Angela,233,United Kingdom,GB,Film,"2,184",31,45,"27,957,000","$7,000.00 ","$111,800.00 ","$83,900.00 ","$1,300,000.00 ",0,2-Sep-14,55.378051,-3.435973
924,Melon City Show - ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,"12,800,000","5,863,456,698",Comedy,Melon City Show - ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,"1,727",Iraq,IQ,Comedy,"1,087",2,40,"35,336,000","$8,800.00 ","$141,300.00 ","$106,000.00 ","$1,700,000.00 ",0,30-Jan-16,33.223191,43.679291
925,Duo Tiempo De Sol,"12,800,000","6,662,288,136",Music,Duo Tiempo De Sol,323,Spain,ES,Education,896,17,44,"53,988,000","$13,500.00 ","$216,000.00 ","$162,000.00 ","$2,600,000.00 ","100,000",26-Mar-13,40.463667,-3.74922
926,Troom Troom India,"12,800,000","6,804,072,897",Howto & Style,Troom Troom India,"2,385",NA,NA,Howto,873,NA,35,"17,270,000","$4,300.00 ","$69,100.00 ","$51,800.00 ","$829,000.00 ",0,19-Apr-15,nan,nan
927,MrSuicideSheep,"12,800,000","6,970,899,521",Entertainment,MrSuicideSheep,"3,483",Canada,CA,Entertainment,842,13,168,"18,118,000","$4,500.00 ","$72,500.00 ","$54,400.00 ","$869,600.00 ",0,9-Apr-10,56.130366,-106.346771
928,Adam W,"12,800,000","9,502,983,550",Comedy,Adam W,681,United States,US,Comedy,492,171,39,"228,951,000","$57,200.00 ","$915,800.00 ","$686,900.00 ","$11,000,000.00 ","200,000",4-Oct-15,37.09024,-95.712891
929,Right to Shiksha,"12,800,000","7,876,740,921",Education,Right to Shiksha,"2,044",India,IN,Education,670,120,45,"213,738,000","$53,400.00 ","$855,000.00 ","$641,200.00 ","$10,300,000.00 ","300,000",23-Apr-20,20.593684,78.96288
930,Beyoncï¿½ï¿½,"12,800,000","14,185,611,472",Music,Beyoncï¿½ï¿½,168,United States,US,Music,250,172,146,"89,566,000","$22,400.00 ","$358,300.00 ","$268,700.00 ","$4,300,000.00 ",0,2-Sep-09,37.09024,-95.712891
931,FACT FIRE KING,"12,700,000","1,159,290,255",NA,FACT FIRE KING,782,India,IN,Games,"9,683",120,66,"51,291,000","$12,800.00 ","$205,200.00 ","$153,900.00 ","$2,500,000.00 ","500,000",29-Jul-20,20.593684,78.96288
932,Ian Lucas,"12,700,000","1,450,874,545",Entertainment,Ian Lucas,50,NA,NA,Entertainment,"4,052,208",NA,"6,682",48,$0.00 ,$0.00 ,$0.00 ,$0.00 ,8,16-Apr-16,nan,nan
933,Franco Escamilla,"12,700,000","4,266,957,149",Comedy,Franco Escamilla,"2,483",Mexico,MX,Comedy,"1,740",32,41,"77,482,000","$19,400.00 ","$309,900.00 ","$232,400.00 ","$3,700,000.00 ","100,000",19-Oct-07,23.634501,-102.552784
934,Adexe & Nau,"12,700,000","4,579,773,883",Music,Adexe & Nau,594,Spain,ES,Music,"1,563",18,147,"10,083,000","$2,500.00 ","$40,300.00 ","$30,200.00 ","$484,000.00 ",0,22-Dec-13,40.463667,-3.74922
935,Diana and Roma IND,"12,700,000","5,567,832,210",NA,Diana and Roma IND,534,United States,US,Entertainment,"1,173",173,169,"46,602,000","$11,700.00 ","$186,400.00 ","$139,800.00 ","$2,200,000.00 ","100,000",7-Nov-19,37.09024,-95.712891
936,Jass Records,"12,700,000","5,958,994,201",Music,JassRecords,1,NA,NA,Music,"4,056,853",NA,"5,789",1,$0.00 ,$0.00 ,$0.00 ,$0.10 ,0,10-Feb-12,nan,nan
937,Future,"12,700,000","9,927,699,419",Music,Future AMV's,119,United States,US,Film,"270,216","1,944","1,473","472,367",$118.00 ,"$1,900.00 ","$1,400.00 ","$22,700.00 ","1,000",7-Nov-20,37.09024,-95.712891
938,YoungBoy Never Broke Again,"12,700,000","13,174,393,401",Entertainment,YoungBoy Never Broke Again,142,United States,US,Music,279,173,147,"169,968,000","$42,500.00 ","$679,900.00 ","$509,900.00 ","$8,200,000.00 ","100,000",4-Jan-15,37.09024,-95.712891
939,Blossom,"12,700,000","4,733,873,025",Howto & Style,Blossom,812,United States,US,Howto,"1,472",173,36,"43,868,000","$11,000.00 ","$175,500.00 ","$131,600.00 ","$2,100,000.00 ","100,000",1-Jun-17,37.09024,-95.712891
940,#Refï¿½ï¿½ï¿½ï¿½,"12,700,000","2,709,954,270",Entertainment,#Refugio Mental,846,NA,NA,Entertainment,"2,218",NA,155,"6,942,000","$1,700.00 ","$27,800.00 ","$20,800.00 ","$333,200.00 ",0,10-Aug-13,nan,nan
941,Piuzinho,"12,700,000","1,081,285,962",Gaming,Piuzinho,504,Brazil,BR,Games,"10,642",53,67,"3,619,000",$905.00 ,"$14,500.00 ","$10,900.00 ","$173,700.00 ",0,13-May-15,-14.235004,-51.92528
942,Heidi y Zidane,"12,700,000","6,001,189,018",NA,Heidi y Zidane,600,United States,US,People,"1,052",173,60,"16,117,000","$4,000.00 ","$64,500.00 ","$48,400.00 ","$773,600.00 ",0,2-Dec-19,37.09024,-95.712891
943,Go Ami Go!,"12,700,000","1,714,955,279",People & Blogs,Go Ami Go!,252,Colombia,CO,People,"5,821",11,57,"327,600,000","$81,900.00 ","$1,300,000.00 ","$982,800.00 ","$15,700,000.00 ","1,500,000",3-Dec-15,4.570868,-74.297333
944,Morgz,"12,600,000","3,303,595,310",Gaming,Morgz,825,United Kingdom,GB,Entertainment,"2,491",32,170,"58,838,000","$14,700.00 ","$235,400.00 ","$176,500.00 ","$2,800,000.00 ","100,000",10-Jun-14,55.378051,-3.435973
945,CaseyNeistat,"12,600,000","3,152,402,405",People & Blogs,CaseyNeistat,"1,101",United States,US,People,"2,681",174,61,"5,952,000","$1,500.00 ","$23,800.00 ","$17,900.00 ","$285,700.00 ","100,000",15-Feb-10,37.09024,-95.712891
946,ýýýýýýýýýSULGI,"12,600,000","3,485,373,675",People & Blogs,ýýýýýýýýýSULGI,683,South Korea,KR,People,"2,313",17,61,"113,132,000","$28,300.00 ","$452,500.00 ","$339,400.00 ","$5,400,000.00 ","300,000",5-Nov-12,35.907757,127.766922
947,NickiMinajAtVEVO,"12,600,000","8,831,179,714",Music,NickiMinajAtVEVO,99,United States,US,Music,557,174,148,"35,027,000","$8,800.00 ","$140,100.00 ","$105,100.00 ","$1,700,000.00 ",0,1-Apr-10,37.09024,-95.712891
948,Ellie Goulding,"12,600,000","6,969,178,081",Music,Ellie Goulding,218,United Kingdom,GB,Music,841,32,148,"36,681,000","$9,200.00 ","$146,700.00 ","$110,000.00 ","$1,800,000.00 ",0,29-Jan-07,55.378051,-3.435973
949,colinfurze,"12,500,000","1,612,094,871",Entertainment,colinfurze,385,United Kingdom,GB,Entertainment,"6,487",33,171,"8,482,000","$2,100.00 ","$33,900.00 ","$25,400.00 ","$407,200.00 ",0,15-Nov-06,55.378051,-3.435973
950,People Vs Food,"12,500,000","1,136,534,702",Entertainment,People Vs Food,601,United States,US,Entertainment,"9,980",175,171,"15,340,000","$3,800.00 ","$61,400.00 ","$46,000.00 ","$736,300.00 ",0,30-Jul-13,37.09024,-95.712891
951,Wolfoo Family,"12,500,000","161,254,021",NA,Wolfoo Family,61,United States,US,Film,"81,750",175,46,"757,789,000",$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,21-Oct-19,37.09024,-95.712891
952,Ja Mill,"12,500,000","1,302,818,088",People & Blogs,jamill,0,NA,NA,NA,"4,048,879",NA,NA,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,22-Feb-06,nan,nan
953,Health Time,"12,500,000","1,002,219,689",Howto & Style,Health Time,"1,810",India,IN,People,"11,667",123,62,"1,395,000",$349.00 ,"$5,600.00 ","$4,200.00 ","$66,900.00 ",0,25-Sep-16,20.593684,78.96288
954,Yair17,"12,500,000","1,402,042,328",Gaming,Yair17,"1,109",Mexico,MX,Games,"7,741",33,68,"8,869,000","$2,200.00 ","$35,500.00 ","$26,600.00 ","$425,700.00 ",0,22-Jan-14,23.634501,-102.552784
955,Little Baby Bum en Espaï¿½ï,"12,500,000","6,956,320,454",Education,Little Baby Bum en Espaï¿½ï,"1,459",Spain,ES,Education,843,19,46,"16,319,000","$4,100.00 ","$65,300.00 ","$49,000.00 ","$783,300.00 ",0,6-Jun-14,40.463667,-3.74922
956,First We Feast,"12,500,000","2,983,799,729",Howto & Style,First We Feast,"1,076",United States,US,Entertainment,"2,892",175,171,"111,252,000","$27,800.00 ","$445,000.00 ","$333,800.00 ","$5,300,000.00 ","200,000",28-Feb-14,37.09024,-95.712891
957,Mï¿½ï¿½ï¿½ï¿½,"12,500,000","3,140,883,140",Travel & Events,Mï¿½ï¿½ï¿½ï¿½,766,Mexico,MX,Entertainment,"2,691",33,171,"31,007,000","$7,800.00 ","$124,000.00 ","$93,000.00 ","$1,500,000.00 ",0,6-Jul-15,23.634501,-102.552784
958,Bebefinn - Nursery Rhymes & Kids Songs,"12,500,000","4,163,639,093",NA,Bebefinn - Nursery Rhymes & Kids Songs,322,United States,US,Entertainment,"1,794",175,171,"565,459,000",$0.00 ,$0.00 ,$0.00 ,$0.00 ,"500,000",30-Mar-22,37.09024,-95.712891
